 ,Mean
1,105.640
2,104.000
3,105.360
4,108.680
5,104.320
6,106.000
7,105.920
8,108.720
9,107.000
10,108.760
11,108.040
12,108.280
13,108.360
14,106.800
15,107.920
16,109.040
17,109.960
18,108.600
19,107.360
20,107.800
21,107.280
22,106.960
23,106.080
24,106.680
25,108.000
26,106.920
27,107.560
28,107.120
29,106.400
30,107.760
31,106.800
32,106.360
33,107.520
34,107.960
35,106.560
36,106.480
37,107.040
38,108.120
39,107.440
40,107.840
41,108.400
42,109.000
43,109.320
44,107.240
45,107.880
46,107.120
47,107.720
48,106.600
49,107.480
50,108.640
51,107.600
52,106.880
53,107.080
54,107.160
55,107.160
56,107.560
57,106.720
58,107.640
59,108.240
60,107.360
61,106.160
62,106.920
63,107.720
64,107.480
65,107.440
66,106.120
67,107.480
68,106.840
69,105.920
70,106.200
71,106.920
72,106.600
73,107.120
74,106.840
75,106.240
76,107.000
77,106.920
78,107.600
79,108.400
80,108.400
81,106.320
82,107.840
83,109.320
84,108.720
85,107.200
86,106.840
87,107.400
88,108.440
89,107.440
90,107.400
91,108.960
92,108.440
93,108.640
94,108.280
95,109.480
96,111.280
97,110.920
