 ,Mean
1,102.080
2,101.200
3,102.800
4,101.520
5,101.360
6,101.520
7,103.320
8,102.840
9,103.080
10,103.880
11,102.600
12,103.480
13,104.040
14,103.120
15,101.960
16,102.040
17,102.280
18,105.400
19,103.960
20,102.880
21,105.280
22,102.920
23,102.040
24,103.360
25,102.280
26,102.320
27,105.040
28,103.440
29,101.960
30,104.440
31,103.960
32,105.040
33,103.400
34,104.720
35,104.880
36,103.960
37,102.240
38,104.640
39,104.040
40,104.440
41,103.240
42,102.680
43,103.040
44,103.200
45,104.520
46,103.120
47,102.800
48,104.280
49,103.720
50,104.960
51,103.320
52,102.880
53,102.120
54,102.680
55,102.920
56,103.480
57,104.120
58,103.360
59,102.960
60,102.760
61,103.440
62,101.840
63,102.280
64,103.520
65,103.120
66,101.560
67,101.920
68,102.000
69,102.800
70,103.360
71,103.040
72,102.720
73,102.600
74,103.040
75,102.680
76,103.640
77,102.640
78,102.600
79,103.320
80,102.840
81,103.680
82,103.800
83,102.400
84,103.280
85,105.040
86,104.360
87,104.400
88,104.200
89,104.520
90,103.920
91,104.880
92,104.160
93,105.160
94,104.520
95,105.280
96,104.880
97,104.520
