 ,Mean
1,103.040
2,103.440
3,103.080
4,102.760
5,102.360
6,102.240
7,102.800
8,102.840
9,102.960
10,103.160
11,102.760
12,103.200
13,103.920
14,103.640
15,104.080
16,103.760
17,102.240
18,101.160
19,102.360
20,102.440
21,102.920
22,102.840
23,103.760
24,103.040
25,103.840
26,103.680
27,102.920
28,102.880
29,102.640
30,103.280
31,104.720
32,102.880
33,105.000
34,104.040
35,104.240
36,104.360
37,105.040
38,104.680
39,104.560
40,105.240
41,104.600
42,104.000
43,103.720
44,105.280
45,104.280
46,105.760
47,104.160
48,105.080
49,103.920
50,105.200
51,104.760
52,105.480
53,104.440
54,105.600
55,105.160
56,104.960
57,105.440
58,105.720
59,105.760
60,105.400
61,105.120
62,106.000
63,105.160
64,104.880
65,105.640
66,106.040
67,104.480
68,105.480
69,104.920
70,106.520
71,105.320
72,105.640
73,106.520
74,105.200
75,104.640
76,104.080
77,104.720
78,105.040
79,105.160
80,105.240
81,106.320
82,108.160
83,106.040
84,106.120
85,105.000
86,104.760
87,105.280
88,104.400
89,104.880
90,104.880
91,106.600
92,107.320
93,105.120
94,106.720
95,105.800
96,105.480
97,105.640
