 ,Mean
1,100.040
2,100.640
3,100.120
4,100.400
5,100.200
6,100.600
7,100.280
8,100.040
9,100.800
10,100.640
11,100.520
12,100.240
13,100.800
14,100.320
15,100.360
16,100.640
17,100.520
18,100.320
19,101.000
20,101.120
21,101.000
22,100.640
23,100.720
24,100.760
25,100.640
26,100.320
27,100.320
28,100.200
29,100.880
30,100.760
31,100.520
32,100.640
33,100.760
34,100.600
35,100.160
36,100.480
37,100.120
38,100.360
39,100.000
40,101.160
41,100.840
42,100.720
43,100.520
44,100.400
45,100.560
46,100.360
47,100.600
48,100.240
49,100.520
50,100.760
51,100.000
52,99.840
53,100.480
54,100.480
55,100.320
56,100.360
57,99.920
58,100.720
59,100.360
60,100.960
61,100.960
62,100.360
63,100.640
64,100.800
65,100.640
66,100.280
67,99.920
68,100.080
69,100.320
70,100.400
71,100.880
72,100.320
73,100.280
74,100.360
75,100.440
76,100.440
77,100.960
78,100.320
79,100.560
80,100.120
81,100.080
82,100.600
83,100.600
84,100.760
85,100.560
86,100.800
87,100.280
88,100.680
89,100.680
90,100.040
91,100.960
92,100.320
93,100.240
94,100.440
95,100.760
96,100.040
97,100.320
