 ,Mean
1,103.400
2,102.520
3,103.080
4,103.360
5,103.000
6,102.880
7,102.280
8,103.160
9,102.520
10,102.120
11,102.200
12,101.600
13,102.000
14,102.880
15,103.720
16,102.240
17,101.520
18,103.640
19,103.880
20,103.560
21,103.240
22,103.320
23,103.280
24,103.360
25,103.360
26,102.960
27,104.040
28,103.760
29,103.280
30,103.320
31,103.080
32,104.160
33,104.080
34,103.320
35,103.720
36,103.600
37,102.800
38,103.640
39,103.800
40,104.520
41,106.400
42,107.080
43,104.840
44,106.800
45,106.960
46,105.960
47,105.920
48,105.280
49,105.640
50,106.360
51,106.520
52,106.360
53,104.720
54,106.240
55,105.560
56,106.160
57,106.640
58,108.360
59,109.000
60,106.960
61,109.360
62,109.360
63,108.320
64,106.880
65,107.120
66,107.640
67,106.520
68,105.520
69,106.160
70,106.600
71,106.040
72,106.240
73,107.320
74,106.040
75,105.440
76,106.720
77,106.520
78,107.120
79,107.840
80,106.720
81,105.800
82,106.800
83,105.400
84,106.000
85,104.920
86,106.240
87,106.360
88,104.400
89,104.960
90,105.480
91,105.880
92,107.120
93,105.080
94,106.240
95,106.000
96,105.080
97,106.280
