 ,Mean
1,102.780
2,102.635
3,102.514
4,102.394
5,102.272
6,102.258
7,102.238
8,102.326
9,102.138
10,102.299
11,102.280
12,102.533
13,102.656
14,102.770
15,102.837
16,102.851
17,102.824
18,102.806
19,102.848
20,102.835
21,102.810
22,102.871
23,103.003
24,103.182
25,103.257
26,103.459
27,103.655
28,103.827
29,104.052
30,103.883
31,104.225
32,104.362
33,104.631
34,104.692
35,104.970
36,105.437
37,105.140
38,105.195
39,105.490
40,105.638
41,105.659
42,105.879
43,106.013
44,105.652
45,105.963
46,105.844
47,106.005
48,106.158
49,105.867
50,106.535
51,106.629
52,106.306
53,106.448
54,106.881
55,107.186
56,107.790
57,107.894
58,109.120
59,108.984
60,109.476
61,110.316
62,110.784
63,110.552
64,110.918
65,111.205
66,111.002
67,110.980
68,110.165
69,110.524
70,110.704
71,110.642
72,111.272
73,112.749
74,113.272
75,113.045
76,114.526
77,114.642
78,116.599
79,117.087
80,118.217
81,118.779
82,120.104
83,120.776
84,121.789
85,123.019
86,122.100
87,121.360
88,121.790
89,122.220
90,121.820
91,124.631
92,124.776
93,123.630
94,124.987
95,124.301
96,122.593
97,122.830
