 ,Mean
1,104.920
2,104.522
3,104.574
4,105.185
5,104.918
6,105.670
7,105.839
8,106.450
9,106.625
10,107.506
11,108.077
12,107.805
13,107.550
14,108.389
15,107.656
16,108.210
17,108.741
18,107.970
19,107.943
20,108.456
21,108.834
22,108.073
23,108.913
24,108.280
25,108.237
26,108.358
27,108.730
28,108.617
29,108.330
30,109.010
31,108.632
32,108.460
33,107.290
34,107.235
35,108.084
36,107.669
37,108.020
38,107.628
39,107.787
40,107.303
41,108.015
42,108.683
43,107.585
44,107.617
45,108.092
46,108.040
47,108.252
48,107.402
49,107.556
50,107.923
51,107.233
52,107.752
53,107.108
54,107.147
55,107.258
56,107.453
57,107.249
58,107.144
59,107.072
60,107.521
61,107.053
62,107.327
63,107.818
64,107.108
65,106.967
66,106.574
67,106.985
68,107.015
69,106.892
70,106.723
71,107.204
72,106.817
73,106.982
74,107.390
75,107.664
76,107.911
77,107.330
78,107.430
79,107.672
80,107.562
81,107.904
82,108.481
83,108.816
84,108.604
85,108.408
86,108.405
87,108.139
88,108.393
89,108.563
90,109.019
91,108.777
92,108.628
93,108.372
94,108.719
95,108.652
96,108.537
97,108.654
