 ,Mean
1,100.240
2,99.680
3,100.000
4,100.080
5,100.040
6,100.240
7,100.200
8,99.840
9,99.960
10,100.560
11,100.160
12,99.800
13,100.160
14,99.880
15,99.880
16,99.880
17,99.880
18,100.120
19,100.240
20,100.040
21,99.760
22,100.680
23,100.000
24,99.720
25,100.160
26,100.080
27,100.320
28,99.560
29,100.280
30,100.400
31,99.760
32,100.360
33,100.400
34,100.360
35,100.560
36,99.920
37,100.440
38,100.360
39,100.160
40,100.640
41,100.080
42,100.200
43,100.320
44,100.400
45,100.000
46,100.280
47,99.800
48,100.120
49,100.360
50,100.040
51,100.840
52,100.200
53,99.960
54,100.200
55,100.000
56,100.200
57,99.840
58,100.520
59,100.240
60,100.440
61,100.160
62,99.760
63,99.920
64,99.760
65,99.680
66,100.000
67,99.880
68,99.880
69,100.440
70,100.560
71,100.080
72,100.560
73,100.080
74,100.480
75,99.720
76,100.080
77,100.400
78,100.760
79,100.600
80,100.200
81,100.200
82,100.240
83,100.680
84,100.560
85,100.560
86,100.080
87,100.120
88,100.440
89,100.360
90,100.320
91,100.000
92,100.840
93,100.600
94,100.600
95,99.960
96,100.120
97,100.240
