 ,Mean
1,106.242
2,105.830
3,105.184
4,105.713
5,106.237
6,106.360
7,106.866
8,107.659
9,107.600
10,107.475
11,107.378
12,107.321
13,107.346
14,107.549
15,107.558
16,108.356
17,108.606
18,108.576
19,108.198
20,107.706
21,108.694
22,108.134
23,107.937
24,107.995
25,107.674
26,107.220
27,107.318
28,107.234
29,107.250
30,107.522
31,107.826
32,107.518
33,107.339
34,107.635
35,107.265
36,106.205
37,105.601
38,105.476
39,105.598
40,106.656
41,106.864
42,107.177
43,106.678
44,106.527
45,106.674
46,106.432
47,106.888
48,105.987
49,106.908
50,106.832
51,106.709
52,106.631
53,107.600
54,107.125
55,107.092
56,107.114
57,107.280
58,107.056
59,106.993
60,106.796
61,107.936
62,107.451
63,107.367
64,107.572
65,107.383
66,107.482
67,107.309
68,107.401
69,107.306
70,107.568
71,107.589
72,108.349
73,108.544
74,108.248
75,107.764
76,108.177
77,108.140
78,107.939
79,108.363
80,108.242
81,108.245
82,108.801
83,108.489
84,108.913
85,108.691
86,108.803
87,108.623
88,108.143
89,109.187
90,109.021
91,108.719
92,109.089
93,108.450
94,109.047
95,108.952
96,108.304
97,108.971
