 ,Mean
1,105.968
2,105.472
3,105.310
4,105.458
5,105.595
6,105.721
7,106.743
8,106.738
9,107.885
10,107.708
11,107.674
12,107.127
13,106.584
14,108.169
15,108.178
16,107.064
17,107.678
18,106.678
19,107.149
20,107.075
21,106.986
22,107.109
23,106.560
24,106.303
25,106.518
26,105.692
27,106.366
28,106.248
29,105.799
30,106.211
31,106.467
32,106.297
33,106.631
34,106.284
35,106.949
36,106.693
37,106.977
38,107.474
39,106.931
40,107.072
41,106.592
42,106.979
43,106.806
44,107.871
45,107.848
46,108.578
47,107.264
48,107.539
49,108.937
50,107.724
51,108.556
52,108.171
53,108.035
54,108.003
55,108.488
56,108.520
57,108.661
58,108.055
59,108.432
60,108.529
61,109.443
62,108.597
63,108.351
64,109.146
65,109.570
66,108.604
67,108.864
68,109.789
69,109.597
70,109.687
71,109.264
72,109.868
73,109.619
74,108.979
75,109.439
76,109.290
77,109.847
78,110.888
79,111.030
80,109.617
81,110.228
82,110.922
83,110.794
84,109.515
85,110.347
86,110.129
87,110.066
88,109.943
89,110.472
90,109.907
91,109.874
92,110.432
93,110.126
94,109.926
95,109.311
96,109.928
97,110.395
