Cell,Threshold,Patches,Cross_Area
20210528_MKY3770_09_Cell03_GFP,yen,27,4130
20210528_MKY3770_10_Cell01_GFP,yen,27,3014
20210528_MKY3770_10_Cell02_GFP,yen,21,3150
20210528_MKY3770_10_Cell03_GFP,yen,32,4035
20210528_MKY3770_11_Cell01_GFP,yen,28,3638
20210528_MKY3770_11_Cell02_GFP,yen,25,3830
20210528_MKY3770_11_Cell03_GFP,yen,32,4108
20210528_MKY3770_12_Cell01_GFP,yen,32,3804
20210528_MKY3770_12_Cell02_GFP,yen,23,2996
20210528_MKY3770_12_Cell03_GFP,yen,23,3096
20210528_MKY3770_13_Cell01_GFP,yen,23,3395
20210528_MKY3770_13_Cell02_GFP,yen,19,2408
20210528_MKY3770_13_Cell03_GFP,yen,30,4509
20210528_MKY3770_13_Cell04_GFP,yen,12,4113
20210528_MKY3770_14_Cell01_GFP,yen,25,3038
20210528_MKY3770_14_Cell02_GFP,yen,26,3717
20210528_MKY3770_14_Cell03_GFP,yen,39,3109
20210528_MKY3770_14_Cell04_GFP,yen,27,3638
20210528_MKY3770_15_Cell01_GFP,yen,21,3427
20210528_MKY3770_15_Cell02_GFP,yen,11,3589
20210528_MKY3770_15_Cell03_GFP,yen,31,2983
20210528_MKY3776_01_Cell01_GFP,yen,16,3043
20210528_MKY3776_01_Cell02_GFP,yen,20,2691
20210528_MKY3776_01_Cell03_GFP,yen,26,3025
20210528_MKY3776_02_Cell01_GFP,yen,21,3435
20210528_MKY3776_02_Cell02_GFP,yen,13,2555
20210528_MKY3776_02_Cell03_GFP,yen,28,4015
20210528_MKY3776_02_Cell04_GFP,yen,31,3183
20210528_MKY3776_02_Cell05_GFP,yen,29,3110
20210528_MKY3776_02_Cell06_GFP,yen,19,3034
20210528_MKY3776_02_Cell07_GFP,yen,21,2974
20210528_MKY3776_03_Cell01_GFP,yen,26,2940
20210528_MKY3776_03_Cell02_GFP,yen,26,3348
20210528_MKY3776_03_Cell03_GFP,yen,18,3000
20210528_MKY3776_03_Cell04_GFP,yen,34,3328
20210528_MKY3776_03_Cell05_GFP,yen,24,3093
20210528_MKY3776_04_Cell01_GFP,yen,14,2651
20210528_MKY3776_04_Cell02_GFP,yen,14,3276
20210528_MKY3776_04_Cell03_GFP,yen,9,3705
20210528_MKY3776_05_Cell01_GFP,yen,27,3695
20210528_MKY3776_05_Cell02_GFP,yen,15,2641
20210528_MKY3776_05_Cell03_GFP,yen,35,3127
20210528_MKY3776_06_Cell01_GFP,yen,27,4348
20210528_MKY3776_06_Cell02_GFP,yen,16,2471
20210528_MKY3776_06_Cell03_GFP,yen,20,3049
20210528_MKY3776_06_Cell04_GFP,yen,18,3215
20210528_MKY3776_06_Cell05_GFP,yen,27,3281
20210528_MKY3776_07_Cell01_GFP,yen,30,3641
20210528_MKY3776_07_Cell02_GFP,yen,24,3431
20210528_MKY3776_07_Cell03_GFP,yen,14,2962
20210528_MKY3776_08_Cell01_GFP,yen,22,2647
20210528_MKY3776_08_Cell02_GFP,yen,22,3291
20210528_MKY3776_08_Cell03_GFP,yen,34,3290
20210528_MKY3776_08_Cell04_GFP,yen,20,3048
20210528_MKY3776_09_Cell01_GFP,yen,24,3615
20210528_MKY3776_09_Cell02_GFP,yen,33,3111
20210528_MKY3776_09_Cell03_GFP,yen,27,3547
20210528_MKY3776_10_Cell01_GFP,yen,23,2876
20210528_MKY3776_10_Cell02_GFP,yen,21,3341
20210528_MKY3776_10_Cell03_GFP,yen,19,2396
20210528_MKY3776_11_Cell01_GFP,yen,26,3291
20210528_MKY3776_11_Cell02_GFP,yen,20,3259
20210528_MKY3776_11_Cell03_GFP,yen,14,2952
20210528_MKY3776_12_Cell01_GFP,yen,23,2951
20210528_MKY3776_12_Cell02_GFP,yen,16,3024
20210528_MKY3776_12_Cell03_GFP,yen,18,2997
20210528_MKY3776_13_Cell01_GFP,yen,24,3392
20210528_MKY3776_13_Cell02_GFP,yen,18,3120
20210528_MKY3776_13_Cell03_GFP,yen,25,3084
20210528_MKY3776_14_Cell01_GFP,yen,18,2946
20210528_MKY3776_14_Cell02_GFP,yen,26,3363
20210528_MKY3776_14_Cell03_GFP,yen,25,3014
20210528_MKY3776_14_Cell04_GFP,yen,16,2737
20210528_MKY3776_14_Cell05_GFP,yen,15,2975
20210528_MKY3776_15_Cell01_GFP,yen,15,2849
20210528_MKY3776_15_Cell02_GFP,yen,23,3574
20210528_MKY3776_15_Cell03_GFP,yen,22,4475
20210528_MKY3782_01_Cell01_GFP,yen,21,3312
20210528_MKY3782_01_Cell02_GFP,yen,21,3451
20210528_MKY3782_01_Cell03_GFP,yen,22,3559
20210528_MKY3782_02_Cell01_GFP,yen,23,2686
20210528_MKY3782_02_Cell02_GFP,yen,20,3111
20210528_MKY3782_02_Cell03_GFP,yen,15,2362
20210528_MKY3782_03_Cell01_GFP,yen,12,3431
20210528_MKY3782_03_Cell02_GFP,yen,15,2640
20210528_MKY3782_03_Cell03_GFP,yen,20,3786
20210528_MKY3782_04_Cell01_GFP,yen,14,2107
20210528_MKY3782_04_Cell02_GFP,yen,15,2338
20210528_MKY3782_04_Cell03_GFP,yen,23,2984
20210528_MKY3782_05_Cell01_GFP,yen,17,2514
20210528_MKY3782_05_Cell02_GFP,yen,24,3536
20210528_MKY3782_06_Cell01_GFP,yen,12,3203
20210528_MKY3782_06_Cell02_GFP,yen,22,3600
20210528_MKY3782_07_Cell01_GFP,yen,11,2810
20210528_MKY3782_07_Cell02_GFP,yen,21,2875
20210528_MKY3782_07_Cell03_GFP,yen,31,3865
20210528_MKY3782_07_Cell04_GFP,yen,28,3682
20210528_MKY3782_08_Cell01_GFP,yen,18,3322
20210528_MKY3782_08_Cell02_GFP,yen,15,3481
20210528_MKY3782_08_Cell03_GFP,yen,22,3371
20210528_MKY3782_08_Cell04_GFP,yen,23,3889
20210528_MKY3782_08_Cell05_GFP,yen,25,3089
20210528_MKY3782_09_Cell01_GFP,yen,31,3653
20210528_MKY3782_09_Cell02_GFP,yen,19,4285
20210528_MKY3782_09_Cell03_GFP,yen,17,3956
20210528_MKY3782_10_Cell01_GFP,yen,18,3235
20210528_MKY3782_10_Cell02_GFP,yen,19,3205
20210528_MKY3782_10_Cell03_GFP,yen,15,3536
20210528_MKY3782_11_Cell01_GFP,yen,10,2477
20210528_MKY3782_11_Cell02_GFP,yen,16,3923
20210528_MKY3782_11_Cell03_GFP,yen,26,2930
20210528_MKY3782_12_Cell01_GFP,yen,24,3215
20210528_MKY3782_12_Cell02_GFP,yen,19,3882
20210528_MKY3782_12_Cell03_GFP,yen,16,3017
20210528_MKY3782_12_Cell04_GFP,yen,21,3060
20210528_MKY3782_13_Cell01_GFP,yen,21,2368
20210528_MKY3782_13_Cell02_GFP,yen,15,1996
20210528_MKY3782_13_Cell03_GFP,yen,17,3120
20210528_MKY3782_14_Cell01_GFP,yen,19,2865
20210528_MKY3782_14_Cell02_GFP,yen,27,4091
20210528_MKY3782_14_Cell03_GFP,yen,5,3497
20210528_MKY3782_14_Cell04_GFP,yen,16,3373
20210528_MKY3782_15_Cell01_GFP,yen,14,3013
20210528_MKY3782_15_Cell02_GFP,yen,26,3646
20210528_MKY3782_15_Cell03_GFP,yen,14,3888
20210528_MKY3782_15_Cell04_GFP,yen,31,4868
