20180409_MKY0172_01_GFP_Cell01,0,1
20180409_MKY0172_01_GFP_Cell02,0,1
20180409_MKY0172_01_GFP_Cell03,0,1
20180409_MKY0172_01_GFP_Cell04,0,1
20180409_MKY0172_02_GFP_Cell01,0,1
20180409_MKY0172_02_GFP_Cell02,0,1
20180409_MKY0172_02_GFP_Cell03,0,1
20180409_MKY0172_02_GFP_Cell04,0,1
20180409_MKY0172_02_GFP_Cell05,0,1
20180409_MKY0172_02_GFP_Cell06,0,1
20180409_MKY0172_03_GFP_Cell01,0,1
20180409_MKY0172_03_GFP_Cell02,0,1
20180409_MKY0172_03_GFP_Cell03,0,1
20180409_MKY0172_03_GFP_Cell04,0,1
20180409_MKY0172_03_GFP_Cell05,0,1
20180409_MKY0172_03_GFP_Cell06,0,1
20180409_MKY0172_03_GFP_Cell07,0,1
20180409_MKY0172_04_GFP_Cell01,0,1
20180409_MKY0172_04_GFP_Cell02,0,1
20180409_MKY0172_04_GFP_Cell03,0,1
20180409_MKY0172_04_GFP_Cell04,0,1
20180409_MKY0172_04_GFP_Cell05,0,1
20180409_MKY0172_04_GFP_Cell06,0,1
20180409_MKY0172_04_GFP_Cell07,0,1
20180409_MKY0172_04_GFP_Cell08,0,1
20180409_MKY0172_04_GFP_Cell09,0,1
20180409_MKY0172_04_GFP_Cell10,0,1
20180409_MKY0172_04_GFP_Cell11,0,1
20180409_MKY0172_05_GFP_Cell01,0,1
20180409_MKY0172_05_GFP_Cell02,0,1
20180409_MKY0172_05_GFP_Cell03,0,1
20180409_MKY0172_05_GFP_Cell04,0,1
20180409_MKY0172_05_GFP_Cell05,0,1
20180409_MKY0172_05_GFP_Cell06,0,1
20180409_MKY0172_05_GFP_Cell07,0,1
20180409_MKY0172_05_GFP_Cell08,0,1
20180409_MKY0172_05_GFP_Cell09,0,1
20180409_MKY0532_01_GFP_Cell01,1,1
20180409_MKY0532_01_GFP_Cell02,1,1
20180409_MKY0532_01_GFP_Cell03,1,1
20180409_MKY0532_01_GFP_Cell04,1,1
20180409_MKY0532_01_GFP_Cell05,1,1
20180409_MKY0532_01_GFP_Cell06,1,1
20180409_MKY0532_01_GFP_Cell07,1,1
20180409_MKY0532_01_GFP_Cell08,1,1
20180409_MKY0532_01_GFP_Cell09,1,1
20180409_MKY0532_01_GFP_Cell10,1,1
20180409_MKY0532_02_GFP_Cell01,1,1
20180409_MKY0532_02_GFP_Cell02,1,1
20180409_MKY0532_02_GFP_Cell03,1,1
20180409_MKY0532_02_GFP_Cell04,1,1
20180409_MKY0532_02_GFP_Cell05,1,1
20180409_MKY0532_02_GFP_Cell06,1,1
20180409_MKY0532_02_GFP_Cell07,1,1
20180409_MKY0532_02_GFP_Cell08,1,1
20180409_MKY0532_03_GFP_Cell01,1,1
20180409_MKY0532_03_GFP_Cell02,1,1
20180409_MKY0532_03_GFP_Cell03,1,1
20180409_MKY0532_03_GFP_Cell04,1,1
20180409_MKY0532_03_GFP_Cell05,1,1
20180409_MKY0532_03_GFP_Cell06,1,1
20180409_MKY0532_03_GFP_Cell07,1,1
20180409_MKY0532_04_GFP_Cell01,1,1
20180409_MKY0532_04_GFP_Cell02,1,1
20180409_MKY0532_04_GFP_Cell03,1,1
20180409_MKY0532_04_GFP_Cell04,1,1
20180409_MKY0532_04_GFP_Cell05,1,1
20180409_MKY0532_04_GFP_Cell06,1,1
20180409_MKY0532_04_GFP_Cell07,1,1
20180409_MKY0532_05_GFP_Cell01,1,1
20180409_MKY0532_05_GFP_Cell02,1,1
20180409_MKY0532_05_GFP_Cell03,1,1
20180409_MKY0532_05_GFP_Cell04,1,1
20180409_MKY0532_05_GFP_Cell05,1,1
20180409_MKY0532_05_GFP_Cell06,1,1
20180409_MKY0532_05_GFP_Cell07,1,1
20180409_MKY0532_05_GFP_Cell08,1,1
20180409_MKY0532_05_GFP_Cell09,1,1
20180409_MKY0532_05_GFP_Cell10,1,1
20190520_MKY3519_01_GFP_Cell01,0,1
20190520_MKY3519_01_GFP_Cell02,0,1
20190520_MKY3519_01_GFP_Cell03,0,1
20190520_MKY3519_01_GFP_Cell04,0,1
20190520_MKY3519_01_GFP_Cell05,0,1
20190520_MKY3519_01_GFP_Cell06,0,1
20190520_MKY3519_01_GFP_Cell07,0,1
20190520_MKY3519_01_GFP_Cell08,0,1
20190520_MKY3519_01_GFP_Cell09,0,1
20190520_MKY3519_01_GFP_Cell10,0,1
20190520_MKY3519_01_GFP_Cell11,0,1
20190520_MKY3519_02_GFP_Cell01,0,1
20190520_MKY3519_02_GFP_Cell02,0,1
20190520_MKY3519_02_GFP_Cell03,0,1
20190520_MKY3519_02_GFP_Cell04,0,1
20190520_MKY3519_02_GFP_Cell05,0,1
20190520_MKY3519_02_GFP_Cell06,0,1
20190520_MKY3519_02_GFP_Cell07,0,1
20190520_MKY3519_03_GFP_Cell01,0,1
20190520_MKY3519_03_GFP_Cell02,0,1
20190520_MKY3519_03_GFP_Cell03,0,1
20190520_MKY3519_03_GFP_Cell04,0,1
20190520_MKY3519_03_GFP_Cell05,0,1
20190520_MKY3519_03_GFP_Cell06,0,1
20190520_MKY3519_04_GFP_Cell01,0,1
20190520_MKY3519_04_GFP_Cell02,0,1
20190520_MKY3519_04_GFP_Cell03,0,1
20190520_MKY3519_04_GFP_Cell04,0,1
20190520_MKY3519_04_GFP_Cell05,0,1
20190520_MKY3519_04_GFP_Cell06,0,1
20190520_MKY3519_05_GFP_Cell01,0,1
20190520_MKY3519_05_GFP_Cell02,0,1
20190520_MKY3519_05_GFP_Cell03,0,1
20190520_MKY3519_05_GFP_Cell04,0,1
20190520_MKY3519_05_GFP_Cell05,0,1
20190520_MKY3519_05_GFP_Cell06,0,1
20190520_MKY3519_05_GFP_Cell07,0,1
20190520_MKY3519_05_GFP_Cell08,0,1
20190520_MKY3519_06_GFP_Cell01,0,1
20190520_MKY3519_06_GFP_Cell02,0,1
20190520_MKY3519_06_GFP_Cell03,0,1
20190520_MKY3519_06_GFP_Cell04,0,1
20190520_MKY3519_06_GFP_Cell05,0,1
20190520_MKY3519_06_GFP_Cell06,0,1
20190520_MKY3519_07_GFP_Cell01,0,1
20190520_MKY3519_07_GFP_Cell02,0,1
20190520_MKY3519_07_GFP_Cell03,0,1
